web-scraper-order,web-scraper-start-url,computer_condition,brand,price,processor_ram_storage,address,link_image-src
"1732651574-601","https://www.expat-dakar.com/ordinateurs?page=177","Venant","Lenovo","450 000 F Cfa","Lenovo nvidia i7- Gamer 32Go Ram","Hlm,
                                                                                Dakar",""
"1732651574-602","https://www.expat-dakar.com/ordinateurs?page=177","Venant","Dell","60 000 F Cfa","Dell wyse quad core 128g 8g wifi","Yoff,
                                                                                Dakar",""
"1732651574-603","https://www.expat-dakar.com/ordinateurs?page=177","Venant","Dell","300 000 F Cfa","Dell Vostro 5410 - I7 11th | 16GB RAM | 512","Point-e,
                                                                                Dakar",""
"1732651574-604","https://www.expat-dakar.com/ordinateurs?page=177","Venant","HP","400 000 F Cfa","HP Pro Book 650 G8 - I7 11th | 16GB RAM | 256","Point-e,
                                                                                Dakar",""
"1732651574-605","https://www.expat-dakar.com/ordinateurs?page=177","Venant","HP","300 000 F Cfa","HP EliteBook 830 G6 X360 - I7 8th | 8GB RAM | 256","Point-e,
                                                                                Dakar",""
"1732651574-606","https://www.expat-dakar.com/ordinateurs?page=177","Venant","HP","400 000 F Cfa","HP Elite X2 G8 - I7 11th | 16GB RAM | 512","Point-e,
                                                                                Dakar",""
"1732651574-607","https://www.expat-dakar.com/ordinateurs?page=177","Neuf","Apple","","MacBook Air m3(scellé)","Médina,
                                                                                Dakar",""
"1732651583-608","https://www.expat-dakar.com/ordinateurs?page=176","Neuf","Microsoft Surface","550 000 F Cfa","Surface Laptop 5 13.5 Pouces - I5 12th","Point-e,
                                                                                Dakar",""
"1732651583-609","https://www.expat-dakar.com/ordinateurs?page=176","Venant","HP","750 000 F Cfa","HP Omen 17 - I7 13th | 16GB RAM | 1Téra | NVidia RTX 4060","Point-e,
                                                                                Dakar",""
"1732651583-610","https://www.expat-dakar.com/ordinateurs?page=176","Venant","Dell","450 000 F Cfa","Dell Latitude 5430 - I7 12th | 16GB RAM | 512","Point-e,
                                                                                Dakar",""
"1732651583-611","https://www.expat-dakar.com/ordinateurs?page=176","Venant","HP","280 000 F Cfa","HP ElitBook 840 G7","Point-e,
                                                                                Dakar",""
"1732651583-612","https://www.expat-dakar.com/ordinateurs?page=176","Venant","Lenovo","350 000 F Cfa","Lenovo X1 Extreme cor i7","Médina,
                                                                                Dakar",""
"1732651583-613","https://www.expat-dakar.com/ordinateurs?page=176","Venant","Apple","165 000 F Cfa","IMAC SLIM 2014","Médina,
                                                                                Dakar",""
"1732651583-614","https://www.expat-dakar.com/ordinateurs?page=176","Venant","Dell","350 000 F Cfa","Dell Latitude 5430 Core™ i7-1265U","Guediawaye,
                                                                                Dakar",""
"1732651583-615","https://www.expat-dakar.com/ordinateurs?page=176","Venant","HP","400 000 F Cfa","HP Zbook 17 Intel Core i7-8850H 2,6 à 4,3 GHz","Guediawaye,
                                                                                Dakar",""
"1732651583-616","https://www.expat-dakar.com/ordinateurs?page=176","Venant","HP","110 000 F Cfa","HP ELITEBOOK","Golf,
                                                                                Dakar",""
"1732651583-617","https://www.expat-dakar.com/ordinateurs?page=176","Neuf","Apple","425 000 F Cfa","Mac Book Pro Touch Bar 2020","Cambérène,
                                                                                Dakar",""
"1732651591-618","https://www.expat-dakar.com/ordinateurs?page=175","Venant","Apple","275 000 F Cfa","Apple Mac mini 32Go ram","Yoff,
                                                                                Dakar",""
"1732651591-619","https://www.expat-dakar.com/ordinateurs?page=175","Venant","Lenovo","169 900 F Cfa","Lenovo X1 yoga core i5 10th gen","Point-e,
                                                                                Dakar",""
"1732651591-620","https://www.expat-dakar.com/ordinateurs?page=175","Venant","Dell","300 000 F Cfa","Dell precision 5520 Nvidia 4Go","Yoff,
                                                                                Dakar",""
"1732651591-621","https://www.expat-dakar.com/ordinateurs?page=175","Neuf","Apple","1 400 000 F Cfa","MACBOOK PRO 2024 M3 PRO 14.2 POUCES","Médina,
                                                                                Dakar",""
"1732651591-622","https://www.expat-dakar.com/ordinateurs?page=175","Venant","Apple","590 000 F Cfa","MacBook pro i9 /1Tera/16Go","Dieuppeul,
                                                                                Dakar",""
"1732651591-623","https://www.expat-dakar.com/ordinateurs?page=175","Neuf","HP","275 000 F Cfa","Hp elitbook  840g7 i5 10eme","Médina,
                                                                                Dakar",""
"1732651591-624","https://www.expat-dakar.com/ordinateurs?page=175","Neuf","HP","250 000 F Cfa","Dell latitude 5530 i5 12eme","Médina,
                                                                                Dakar",""
"1732651591-625","https://www.expat-dakar.com/ordinateurs?page=175","Neuf","Dell","1 F Cfa","DEL PRECISION GRAPHIQUE","Médina,
                                                                                Dakar",""
"1732651591-626","https://www.expat-dakar.com/ordinateurs?page=175","Neuf","Autre","300 000 F Cfa","SURFACE BOOK","Médina,
                                                                                Dakar",""
"1732651591-627","https://www.expat-dakar.com/ordinateurs?page=175","Neuf","HP","244 900 F Cfa","HP 6300 i5 neuf","Médina,
                                                                                Dakar",""
"1732651599-628","https://www.expat-dakar.com/ordinateurs?page=174","Venant","Microsoft Surface","300 000 F Cfa","Surface laptop 5","Point-e,
                                                                                Dakar",""
"1732651599-629","https://www.expat-dakar.com/ordinateurs?page=174","Venant","Lenovo","170 000 F Cfa","Lenovo IdeaPad FLEX-14","Plateau,
                                                                                Dakar",""
"1732651599-630","https://www.expat-dakar.com/ordinateurs?page=174","Neuf","HP","850 000 F Cfa","Hp EliteBook 840 G11 Corei7 512ssd Ram16","Médina,
                                                                                Dakar",""
"1732651599-631","https://www.expat-dakar.com/ordinateurs?page=174","Neuf","HP","175 000 F Cfa","Hp EliteBook 840 corei5 Ram16 Tactile","Médina,
                                                                                Dakar",""
"1732651599-632","https://www.expat-dakar.com/ordinateurs?page=174","Venant","Lenovo","275 000 F Cfa","Lenovo IdeaPad 3 GAMER","Plateau,
                                                                                Dakar",""
"1732651599-633","https://www.expat-dakar.com/ordinateurs?page=174","Venant","Apple","300 000 F Cfa","Macbook pro 2017 core i7","Yoff,
                                                                                Dakar",""
"1732651599-634","https://www.expat-dakar.com/ordinateurs?page=174","Venant","Apple","275 000 F Cfa","Macbook pro 2017 13 pouce 16Go ram","Yoff,
                                                                                Dakar",""
"1732651599-635","https://www.expat-dakar.com/ordinateurs?page=174","Venant","Dell","145 000 F Cfa","Dell Optiplex 7060","Keur Massar,
                                                                                Dakar",""
"1732651599-636","https://www.expat-dakar.com/ordinateurs?page=174","Venant","HP","135 000 F Cfa","Hp elitebook Folio 1040 G3","Yoff,
                                                                                Dakar",""
"1732651599-637","https://www.expat-dakar.com/ordinateurs?page=174","Neuf","HP","700 000 F Cfa","HP ELITEBOOK 630 G10 I7-13GEN/16GO/512SSD","Médina,
                                                                                Dakar",""
"1732651607-638","https://www.expat-dakar.com/ordinateurs?page=173","Venant","Dell","520 000 F Cfa","Dell XPS 15 9500 intel core i7-10750H 10th Gen 2.60Ghz","Parcelles Assainies,
                                                                                Dakar",""
"1732651607-639","https://www.expat-dakar.com/ordinateurs?page=173","Venant","HP","450 000 F Cfa","✨ HP EliteBook 630 G10 - I7-13eme 32Go/512SSD","Plateau,
                                                                                Dakar",""
